Date,Open,High,Low,Close,Volume
5/21/2004,441.9,442.0,430.05,439.5,6745232
5/24/2004,450.0,458.0,445.05,453.85,6756909
5/25/2004,453.0,459.9,436.65,455.7,8006622
5/26/2004,460.0,468.0,455.4,459.3,6844810
5/27/2004,452.0,457.55,446.6,449.05,5707970
5/28/2004,447.05,450.9,426.2,432.7,8904917
5/31/2004,431.5,438.9,412.5,429.8,9652900
6/1/2004,435.0,443.0,432.15,434.2,6215267
6/2/2004,435.9,442.95,434.6,439.45,4296672
6/3/2004,446.0,452.2,423.1,428.35,7208695
6/4/2004,423.0,435.0,422.6,433.5,6151647
6/7/2004,435.0,449.6,435.0,444.8,6611675
6/8/2004,445.0,456.55,441.5,455.25,7265744
6/9/2004,457.0,458.25,449.3,450.8,5136240
6/10/2004,448.9,452.0,445.0,447.7,3516835
6/11/2004,447.0,447.0,430.0,431.7,4722746
6/14/2004,429.0,437.4,424.5,434.9,7250412
6/15/2004,435.1,452.5,434.0,450.6,6785824
6/16/2004,453.0,455.8,442.6,446.15,4553908
6/17/2004,449.4,456.95,439.1,454.3,5902720
6/18/2004,454.0,454.0,441.15,444.75,4919840
6/21/2004,446.2,447.9,433.05,434.5,5840772
6/22/2004,432.8,440.5,430.0,431.75,5392890
6/23/2004,435.5,435.5,409.15,411.25,11069288
6/24/2004,411.0,425.5,411.0,423.05,11806191
6/25/2004,424.0,436.6,423.1,431.6,8228788
6/28/2004,430.5,442.95,430.5,441.7,5428478
6/29/2004,440.0,447.25,434.55,443.25,6946267
6/30/2004,444.2,446.25,428.0,429.65,8869472
7/1/2004,439.4,439.9,430.1,438.55,4945934
7/2/2004,435.0,438.4,430.5,433.9,5676172
7/5/2004,434.4,439.95,429.25,430.45,7218450
7/6/2004,430.7,439.0,428.8,438.4,5911012
7/7/2004,439.0,443.0,435.0,438.4,7283552
7/8/2004,439.65,446.9,428.1,432.0,10969933
7/9/2004,400.0,441.3,400.0,438.9,4532676
7/12/2004,437.0,440.0,432.1,436.75,2875397
7/13/2004,434.0,438.7,428.55,430.5,2351426
7/14/2004,433.1,433.1,416.7,418.0,6852963
7/15/2004,420.7,424.4,415.25,420.1,7458953
7/16/2004,422.0,427.3,418.3,424.45,8211826
7/19/2004,426.0,428.9,422.2,423.8,6175357
7/20/2004,450.0,450.0,421.0,428.55,10068399
7/21/2004,431.0,439.7,429.9,434.3,5184791
7/22/2004,444.0,457.95,438.0,454.9,10430233
7/23/2004,458.0,468.7,454.15,466.25,8805349
7/26/2004,466.0,479.0,460.1,477.3,8051003
7/27/2004,480.0,483.0,462.5,465.1,15580635
7/28/2004,462.0,475.0,462.0,470.9,8270263
7/29/2004,475.0,475.5,469.25,474.5,5239489
7/30/2004,475.1,490.5,475.05,488.9,7111050
8/2/2004,488.0,496.0,485.05,494.1,7074248
8/3/2004,494.25,499.85,487.4,489.4,8322408
8/4/2004,491.0,494.5,483.55,493.25,6740779
8/5/2004,496.9,504.7,495.15,503.0,6354706
8/6/2004,501.9,502.95,491.3,493.9,5479519
8/9/2004,492.0,495.2,486.15,492.2,6018676
8/10/2004,493.05,499.45,490.0,496.7,4661414
8/11/2004,497.0,498.8,477.55,479.95,7145766
8/12/2004,480.2,483.8,471.3,475.25,6337293
8/13/2004,477.0,481.0,473.0,476.9,7400845
8/16/2004,474.15,481.35,471.35,478.85,5008536
8/17/2004,555.0,555.0,476.05,479.6,5551317
8/18/2004,476.8,476.8,469.3,470.55,4375407
8/19/2004,472.0,476.8,471.1,475.2,4683227
8/20/2004,475.55,476.1,462.5,463.4,5197629
8/23/2004,464.0,465.7,448.5,451.25,8081472
8/24/2004,452.55,458.7,450.65,453.55,7285154
8/25/2004,454.0,458.9,450.45,458.0,6272902
8/26/2004,461.0,466.35,459.3,460.7,6532004
8/27/2004,461.25,463.4,453.65,458.2,4769921
8/30/2004,461.1,468.4,461.1,467.2,3505532
8/31/2004,468.05,476.85,468.05,475.65,5302862
9/1/2004,475.65,479.4,474.1,476.0,3291221
9/2/2004,475.0,478.0,470.7,471.95,3740681
9/3/2004,472.8,474.9,468.6,473.8,3916033
9/6/2004,475.1,479.9,474.55,477.1,2841830
9/7/2004,476.1,486.35,476.1,484.75,6308950
9/8/2004,487.0,487.0,481.1,482.7,4137602
9/9/2004,486.8,487.4,481.3,485.7,5137421
9/10/2004,485.0,488.75,482.15,487.85,2856105
9/13/2004,490.9,494.8,485.2,490.95,4421073
9/14/2004,491.5,492.85,483.75,486.35,3581496
9/15/2004,486.95,491.8,484.4,487.65,3329704
9/16/2004,488.5,491.8,482.75,490.85,3430240
9/17/2004,495.55,510.0,495.15,509.15,8296053
9/20/2004,512.0,512.0,500.05,502.05,4526308
9/21/2004,501.0,509.0,497.6,507.5,5054375
9/22/2004,506.0,506.5,500.15,503.45,5758326
9/23/2004,501.0,503.8,498.0,500.05,4947611
9/24/2004,500.0,506.75,495.05,498.85,5740455
9/27/2004,496.0,497.35,491.7,495.4,3535910
9/28/2004,494.9,501.75,494.0,496.3,4873375
9/29/2004,497.2,516.5,493.8,514.3,8188668
9/30/2004,514.0,519.75,514.0,517.9,6072349
10/1/2004,518.1,535.0,512.25,533.25,6782434
10/4/2004,533.0,549.4,533.0,546.2,5706154
10/5/2004,546.0,547.8,537.3,539.9,3813992
10/6/2004,538.9,555.75,538.9,546.35,7394077
10/7/2004,549.9,564.4,547.25,558.8,6830670
10/8/2004,560.0,562.5,552.15,554.45,4085150
10/9/2004,556.8,559.0,552.1,553.75,648975
10/11/2004,555.0,558.25,545.05,546.9,2563259
10/12/2004,547.0,551.95,533.1,535.1,3993249
10/14/2004,537.0,545.9,533.7,542.9,4439281
10/15/2004,546.3,556.9,542.05,546.3,5812889
10/18/2004,549.0,555.5,546.0,550.7,4194218
10/19/2004,553.2,562.9,552.0,559.85,5507817
10/20/2004,567.0,567.0,546.65,548.15,7307776
10/21/2004,549.15,552.9,536.6,539.2,6138254
10/25/2004,540.0,544.0,534.2,536.8,8526352
10/26/2004,600.0,600.0,537.15,551.75,6395029
10/27/2004,552.55,554.0,538.2,540.6,10872643
10/28/2004,542.95,548.5,536.6,538.6,8429951
10/29/2004,541.0,544.0,527.25,529.15,5504459
11/1/2004,531.9,534.65,525.7,529.85,4894088
11/2/2004,534.0,545.5,534.0,543.4,5071120
11/3/2004,544.9,546.4,538.15,543.7,4442667
11/4/2004,554.0,587.0,536.2,537.3,6125154
11/5/2004,541.0,543.75,536.5,540.35,3169206
11/8/2004,544.0,549.35,541.0,542.35,4208643
11/9/2004,544.9,545.55,538.55,540.0,3224197
11/10/2004,541.6,546.5,541.6,544.35,3641603
11/11/2004,546.7,551.75,541.6,545.9,5725700
11/12/2004,550.0,551.95,541.5,545.55,1264067
11/16/2004,547.0,547.0,537.5,544.85,4899923
11/17/2004,546.0,548.85,541.25,543.75,3522004
11/18/2004,545.0,549.6,538.6,545.75,6923035
11/19/2004,535.5,543.0,523.25,527.35,8833904
11/22/2004,518.8,538.8,509.0,532.55,13544498
11/23/2004,533.0,535.4,522.1,528.3,8365725
11/24/2004,530.0,530.0,509.7,515.15,8224503
11/25/2004,510.0,523.35,500.1,503.35,17677183
11/29/2004,498.0,513.0,487.0,509.8,20340653
11/30/2004,512.0,523.7,511.1,517.05,11295390
12/1/2004,523.0,536.8,523.0,527.5,6203906
12/2/2004,531.1,544.0,525.1,542.0,10424103
12/3/2004,520.25,547.9,520.25,543.7,7448219
12/6/2004,544.0,547.0,528.65,530.95,5374142
12/7/2004,535.1,535.1,511.5,517.05,7591960
12/8/2004,521.0,525.0,506.05,507.8,7427583
12/9/2004,508.1,515.0,500.0,512.2,6742416
12/10/2004,513.0,513.0,495.65,499.2,9490211
12/13/2004,499.0,505.0,486.35,502.35,9825655
12/14/2004,502.0,508.0,496.0,505.8,6098934
12/15/2004,505.7,505.7,492.3,495.1,6972362
12/16/2004,495.0,496.95,488.05,491.1,7070852
12/17/2004,490.0,495.7,478.65,480.55,11503787
12/20/2004,485.0,488.7,472.1,480.65,21093705
12/21/2004,483.5,491.7,481.4,485.0,11010746
12/22/2004,487.95,498.8,485.05,495.05,9654627
12/23/2004,498.7,509.25,497.5,506.3,8663566
12/24/2004,515.0,525.7,510.35,523.4,9409228
12/27/2004,520.0,547.0,506.35,516.95,18636083
12/28/2004,519.95,529.0,518.6,527.55,7676579
12/29/2004,529.2,538.75,526.6,531.5,6930557
12/30/2004,534.05,538.85,521.2,523.1,6747019
12/31/2004,531.25,535.85,525.6,533.7,4782233
1/3/2005,539.4,545.0,533.8,543.85,6868471
1/4/2005,550.0,550.0,529.6,531.25,5258329
1/5/2005,526.0,533.45,516.15,529.95,8029644
1/6/2005,528.0,536.5,522.25,526.2,6567799
1/7/2005,535.0,547.7,527.55,542.25,7721496
1/10/2005,545.15,547.9,531.1,534.15,5334906
1/11/2005,535.0,535.0,523.1,525.75,4224467
1/12/2005,529.0,530.0,515.1,518.2,7463046
1/13/2005,525.0,525.75,518.5,520.1,5701722
1/14/2005,523.65,523.65,511.1,513.9,5021951
1/17/2005,515.0,518.0,504.4,511.55,5042715
1/18/2005,513.1,522.4,508.85,510.85,6375660
1/19/2005,514.0,518.4,511.2,513.7,3254090
1/20/2005,510.1,515.0,504.2,511.5,3663190
1/24/2005,513.5,521.35,505.6,506.7,6705592
1/25/2005,505.9,509.9,498.45,501.6,8209129
1/27/2005,505.1,513.0,503.7,506.1,6907925
1/28/2005,507.0,523.45,490.0,522.25,5674790
1/31/2005,525.0,534.5,522.7,532.3,6130579
2/1/2005,533.9,547.0,530.05,542.95,8016759
2/2/2005,544.2,547.35,530.2,533.55,4900179
2/3/2005,539.8,543.4,536.0,540.95,3296368
2/4/2005,544.0,545.0,532.4,537.15,3977210
2/7/2005,597.8,597.8,528.65,530.35,2583027
2/8/2005,532.0,536.75,529.0,533.8,3602698
2/9/2005,534.25,540.5,534.05,537.15,2583200
2/10/2005,537.9,544.7,531.85,542.5,3549816
2/11/2005,544.05,552.0,543.1,547.4,5562621
2/14/2005,551.9,553.25,538.85,543.55,3844535
2/15/2005,543.65,543.65,535.5,539.2,3379078
2/16/2005,539.05,543.9,532.1,535.05,3589822
2/17/2005,536.0,537.75,530.15,535.85,3365895
2/18/2005,536.0,542.8,531.1,534.2,4333745
2/21/2005,534.25,538.8,531.6,534.5,3352414
2/22/2005,534.0,541.35,532.05,539.55,4257283
2/23/2005,539.7,550.0,539.7,548.3,5568923
2/24/2005,550.3,553.5,545.6,547.0,4971064
2/25/2005,550.0,550.9,538.2,540.15,3983640
2/28/2005,540.2,560.0,535.85,556.25,7580763
3/1/2005,557.5,557.5,544.5,547.55,4874365
3/2/2005,547.0,551.95,544.55,549.65,5196032
3/3/2005,550.2,562.5,550.2,558.6,6489464
3/4/2005,559.55,573.4,559.55,572.05,8710667
3/7/2005,555.2,590.45,555.2,586.9,7251185
3/8/2005,588.8,593.65,582.2,591.1,7242982
3/9/2005,595.1,600.75,584.05,587.85,7616622
3/10/2005,588.0,597.0,584.5,594.0,5397416
3/11/2005,596.0,600.8,585.5,587.95,5910172
3/14/2005,587.3,591.9,576.05,579.0,3534086
3/15/2005,580.0,584.1,569.2,570.85,5005254
3/16/2005,571.05,577.8,567.6,574.3,4275833
3/17/2005,569.0,574.8,558.25,562.5,4647394
3/18/2005,560.0,573.9,555.15,571.85,4802555
3/21/2005,573.0,576.8,558.0,559.7,2731618
3/22/2005,559.1,560.6,541.1,544.7,4768019
3/23/2005,544.0,569.9,539.3,552.75,13640236
3/24/2005,555.0,567.4,555.0,560.0,8069883
3/28/2005,562.0,573.3,561.5,566.1,4037567
3/29/2005,567.0,567.9,545.1,549.15,4771867
3/30/2005,548.0,554.7,539.1,543.15,5789149
3/31/2005,545.1,553.4,543.55,546.05,6305110
4/1/2005,557.0,566.6,547.9,564.6,5027975
4/4/2005,567.0,568.55,559.1,565.05,3448867
4/5/2005,565.95,569.8,553.55,556.05,3895664
4/6/2005,558.0,572.9,558.0,571.6,4393667
4/7/2005,572.9,576.9,563.55,565.45,3651592
4/8/2005,567.0,568.0,553.4,556.85,3359996
4/11/2005,557.0,557.0,545.0,547.35,1865509
4/12/2005,548.2,552.35,545.0,548.7,3331744
4/13/2005,551.0,552.8,543.0,545.55,2069914
4/15/2005,543.9,543.9,526.05,529.75,3912912
4/18/2005,527.0,527.0,515.0,518.55,4456598
4/19/2005,524.0,530.5,512.0,514.0,3618427
4/20/2005,516.6,531.95,515.1,530.05,4341054
4/21/2005,528.0,546.0,525.0,542.9,6087464
4/22/2005,547.0,549.8,536.2,547.5,5567905
4/25/2005,545.0,548.8,539.55,546.7,3463076
4/26/2005,542.0,550.7,541.1,547.15,3871831
4/27/2005,555.0,559.5,533.3,539.0,13395995
4/28/2005,539.8,550.0,533.35,543.85,7511621
4/29/2005,550.2,550.2,525.1,528.05,3762517
5/2/2005,529.5,535.5,524.65,533.85,3072191
5/3/2005,533.0,543.0,525.55,540.95,3454317
5/4/2005,542.0,545.0,537.0,541.35,2098028
5/5/2005,542.75,547.4,539.2,541.15,1737052
5/6/2005,540.0,550.5,540.0,549.1,4635840
5/9/2005,549.25,554.95,546.2,553.4,3164957
5/10/2005,553.75,555.75,543.15,544.25,2272721
5/11/2005,542.0,547.45,539.65,542.5,3128737
5/12/2005,539.9,541.4,534.65,539.05,3689457
5/13/2005,538.5,539.0,534.0,536.25,1774336
5/16/2005,537.5,543.65,537.5,540.25,2412883
5/17/2005,542.0,543.7,524.95,525.95,3605609
5/18/2005,528.0,531.6,523.1,529.6,4470270
5/19/2005,531.0,535.0,522.65,524.3,3029203
5/20/2005,525.0,526.9,515.6,520.45,4235432
5/23/2005,524.0,532.95,522.0,531.15,2051339
5/24/2005,533.15,535.75,526.6,531.0,3664809
5/25/2005,528.0,534.0,525.5,530.65,4031194
5/26/2005,531.0,533.5,526.55,530.4,7769559
5/27/2005,531.1,539.4,529.35,531.25,4193107
5/30/2005,531.5,534.7,525.0,526.8,2282045
5/31/2005,527.0,537.9,524.4,535.0,5421328
6/1/2005,538.0,544.2,536.0,541.0,4406235
6/2/2005,544.0,545.3,528.55,529.85,3829036
6/3/2005,528.0,555.8,528.0,553.15,9390410
6/4/2005,556.0,562.7,551.05,555.2,4034661
6/6/2005,554.0,566.1,549.0,552.3,6259593
6/7/2005,552.0,555.8,545.0,547.85,4210618
6/8/2005,551.3,560.0,550.0,558.45,5176615
6/9/2005,560.8,563.75,556.7,559.05,4048621
6/10/2005,561.0,569.4,561.0,566.55,6310394
6/13/2005,566.9,599.9,560.65,569.6,3260828
6/14/2005,571.0,575.0,564.8,574.05,3311105
6/15/2005,567.75,577.0,567.75,574.95,3469660
6/16/2005,577.0,595.0,576.0,590.25,8227646
6/17/2005,590.0,605.55,584.0,600.25,9028624
6/20/2005,625.0,645.7,616.35,630.5,24100425
6/21/2005,632.0,648.0,621.0,646.15,16475825
6/22/2005,643.0,660.0,642.0,654.55,12836742
6/23/2005,654.2,655.05,646.7,650.6,6411276
6/24/2005,649.0,658.5,643.05,654.65,6446770
6/27/2005,648.0,675.0,645.25,648.65,12441700
6/28/2005,670.0,670.0,627.15,629.55,10011559
6/29/2005,634.0,647.0,632.7,641.85,8831638
6/30/2005,648.0,653.15,636.65,642.55,7195559
7/1/2005,643.0,645.0,637.55,640.1,3513766
7/4/2005,642.0,649.5,639.0,644.4,3814948
7/5/2005,644.0,648.0,636.45,638.05,4700583
7/6/2005,637.35,647.0,637.35,645.2,3357409
7/7/2005,641.4,641.4,609.3,613.95,8735824
7/8/2005,628.0,628.0,615.0,620.3,5541157
7/11/2005,618.15,636.0,618.15,633.9,4123835
7/12/2005,634.9,644.0,630.55,638.3,5132947
7/13/2005,640.0,641.4,629.1,630.95,2739244
7/14/2005,631.65,646.85,621.1,641.5,8425709
7/15/2005,643.0,670.0,643.0,666.65,7099154
7/18/2005,667.0,672.85,658.2,661.8,7839312
7/19/2005,664.0,671.8,661.1,664.65,5288380
7/20/2005,666.0,683.0,666.0,679.1,5825914
7/21/2005,676.0,686.3,670.65,678.25,4972401
7/22/2005,680.0,691.4,678.15,689.55,3826622
7/25/2005,691.4,695.7,684.6,687.55,5505138
7/26/2005,685.0,692.4,680.2,691.15,4407445
7/27/2005,692.5,704.9,689.4,698.85,7561778
7/29/2005,698.0,711.9,693.0,703.35,7613858
8/1/2005,703.0,709.9,696.5,707.75,4456070
8/2/2005,711.9,746.45,711.0,741.45,9092585
8/3/2005,759.8,759.9,710.65,714.5,26136379
8/4/2005,717.0,755.65,717.0,729.2,14466212
8/5/2005,730.0,739.9,722.35,725.75,8039641
8/8/2005,749.8,799.0,707.1,711.3,11115184
8/9/2005,714.0,724.8,702.6,707.65,8903267
8/10/2005,719.7,722.65,709.2,719.45,7302607
8/11/2005,722.65,729.5,713.0,717.6,6610025
8/12/2005,719.8,722.7,702.15,704.2,6459920
8/16/2005,704.5,710.0,697.1,699.8,5203768
8/17/2005,700.0,718.0,695.0,714.95,6998309
8/18/2005,720.0,744.0,705.25,708.35,8674278
8/19/2005,750.0,750.0,703.15,705.75,6480313
8/22/2005,709.7,713.6,694.6,699.3,5069105
8/23/2005,705.0,706.5,683.05,685.15,6610919
8/24/2005,687.0,697.0,683.1,694.85,6916076
8/25/2005,699.5,700.8,692.95,696.35,7201850
8/26/2005,699.45,703.9,693.6,698.75,3624522
8/29/2005,706.0,725.0,693.05,700.35,4568030
8/30/2005,703.0,709.8,699.05,707.6,4498578
8/31/2005,712.0,723.75,708.25,719.4,6712154
9/1/2005,719.0,729.45,719.0,726.7,5338618
9/2/2005,725.0,732.6,720.1,730.5,4968560
9/5/2005,732.0,737.3,728.2,730.35,3729150
9/6/2005,730.0,734.9,725.5,728.9,3100515
9/8/2005,734.0,745.5,733.35,738.65,5309545
9/9/2005,740.0,745.0,734.6,741.65,4094641
9/12/2005,745.25,753.9,744.15,752.5,3770214
9/13/2005,753.0,759.45,749.95,752.3,5456619
9/14/2005,750.0,756.0,736.55,740.95,4240354
9/15/2005,741.5,763.95,735.1,760.8,5435200
9/16/2005,763.95,767.85,755.95,764.05,3903180
9/19/2005,774.4,840.0,758.0,764.2,3850409
9/20/2005,765.0,781.0,756.0,777.95,9665891
9/21/2005,780.0,785.0,750.0,782.25,11453566
9/22/2005,784.0,784.0,750.0,754.45,8411554
9/23/2005,768.0,768.0,739.1,747.75,10567094
9/26/2005,750.0,783.5,750.0,780.25,6457657
9/27/2005,789.9,796.0,780.05,788.0,7123069
9/28/2005,790.0,803.65,785.0,800.45,6978287
9/29/2005,800.0,813.4,800.0,808.3,7138866
9/30/2005,806.0,809.9,781.0,793.55,8637061
10/3/2005,785.0,802.8,785.0,794.25,4808345
10/4/2005,796.0,808.9,794.3,806.65,4333679
10/5/2005,808.0,809.9,798.05,802.05,3850439
10/6/2005,800.0,800.0,786.9,790.85,5972187
10/7/2005,794.95,794.95,775.7,788.4,7983593
10/10/2005,789.0,792.9,780.3,782.95,3714985
10/11/2005,787.0,790.8,772.0,788.8,3792221
10/13/2005,785.7,792.9,773.1,775.25,6041247
10/14/2005,775.0,777.4,761.5,763.85,7304047
10/17/2005,777.4,779.8,759.05,771.0,6224636
10/18/2005,777.35,781.4,748.5,756.45,6281160
10/19/2005,750.15,757.8,735.0,747.3,8752227
10/20/2005,755.0,765.9,737.05,748.15,7606407
10/21/2005,754.0,773.0,743.25,771.2,9503506
10/24/2005,770.2,775.45,754.0,757.1,4880214
10/25/2005,761.05,779.4,760.05,767.6,5018390
10/26/2005,769.9,774.9,761.35,763.55,4221317
10/27/2005,766.0,769.8,745.15,750.3,10620859
10/28/2005,755.0,758.65,737.5,741.6,6151358
10/31/2005,737.5,764.9,737.5,762.5,4756595
11/1/2005,777.0,779.9,762.25,766.2,1681989
11/2/2005,763.75,779.4,756.75,777.7,5151546
11/7/2005,764.9,790.7,764.9,788.0,5107087
11/8/2005,795.0,795.0,782.5,790.45,4346779
11/9/2005,792.0,800.9,787.1,791.15,4251918
11/10/2005,793.4,795.35,783.1,785.7,3218286
11/11/2005,787.0,804.25,787.0,795.4,5028746
11/14/2005,795.0,803.0,786.1,798.45,3211746
11/16/2005,801.0,819.0,801.0,817.45,5774378
11/17/2005,735.0,831.95,735.0,829.3,5972178
11/18/2005,831.95,835.0,823.6,826.15,3716134
11/21/2005,826.0,833.85,820.8,829.05,5147798
11/22/2005,829.6,838.95,815.0,819.3,6855478
11/23/2005,821.0,833.9,818.65,832.0,5759902
11/24/2005,833.0,848.4,833.0,844.1,5858457
11/25/2005,846.0,846.0,836.35,842.65,4698762
11/26/2005,844.0,848.0,842.15,845.9,791677
11/28/2005,846.0,850.0,842.75,847.9,3755074
11/29/2005,849.2,865.85,840.6,848.15,8083545
11/30/2005,850.2,855.45,829.1,832.7,6347408
12/1/2005,833.0,843.3,830.25,839.55,6078658
12/2/2005,842.0,849.2,835.0,839.4,4049241
12/5/2005,847.0,851.9,836.0,840.25,3841846
12/6/2005,842.0,846.8,830.0,836.75,5034572
12/7/2005,840.0,849.9,829.0,843.45,5278514
12/8/2005,850.0,852.2,835.25,846.15,4734900
12/9/2005,840.0,864.9,840.0,863.35,6477762
12/12/2005,866.1,873.4,860.05,863.2,2668744
12/13/2005,865.9,874.5,859.3,871.6,4009892
12/14/2005,870.15,873.4,856.0,861.95,3952919
12/15/2005,864.0,864.9,839.1,845.25,5272788
12/16/2005,850.0,854.0,842.1,849.35,4827054
12/19/2005,854.0,861.5,854.0,857.15,2442801
12/20/2005,859.8,866.7,852.25,854.55,3623424
12/21/2005,856.1,863.4,849.05,860.15,3759130
12/22/2005,864.0,869.75,853.2,855.95,5728800
12/23/2005,855.0,860.0,840.2,842.9,5808569
12/26/2005,840.0,841.9,827.0,832.7,5323102
12/27/2005,835.0,869.9,828.15,866.9,5892643
12/28/2005,870.0,889.9,868.0,872.5,10837449
12/29/2005,868.0,895.0,868.0,891.1,9084303
12/30/2005,898.0,900.85,885.25,889.3,4947825
1/2/2006,893.0,902.0,890.15,897.85,3661821
1/3/2006,899.5,923.9,896.0,920.0,4904724
1/4/2006,921.0,936.0,920.0,929.85,4320968
1/5/2006,933.0,936.0,920.0,921.7,5308620
1/6/2006,921.7,931.45,913.1,920.7,6359000
1/9/2006,923.0,925.5,906.2,910.15,6239710
1/10/2006,909.0,910.0,888.25,894.1,9600147
1/12/2006,863.1,897.0,863.1,886.85,19677679
1/13/2006,889.95,897.0,883.05,885.15,10131698
1/16/2006,888.0,888.0,864.2,872.95,15377084
1/17/2006,875.25,937.0,872.05,928.5,45149329
1/18/2006,580.1,727.4,580.1,693.7,61000245
1/19/2006,700.0,729.65,691.4,704.5,10171960
1/20/2006,707.0,709.4,702.0,704.2,3859831
1/23/2006,702.0,706.0,694.0,702.35,4174933
1/24/2006,710.0,714.0,688.95,693.45,11312904
1/25/2006,696.0,699.8,685.0,688.4,13377596
1/27/2006,694.9,703.2,694.8,698.65,6279370
1/30/2006,700.0,718.2,700.0,711.05,7256981
1/31/2006,708.4,719.8,708.4,713.9,6209049
2/1/2006,714.6,718.8,701.0,704.8,4938137
2/2/2006,709.9,715.9,701.0,708.65,5022425
2/3/2006,707.0,707.0,695.0,696.6,3429300
2/6/2006,695.0,722.75,683.5,720.35,9525852
2/7/2006,720.55,723.5,706.5,720.55,6801747
2/8/2006,719.95,722.0,714.0,716.5,6750630
2/10/2006,715.0,723.55,715.0,719.6,5166270
2/13/2006,715.0,721.0,715.0,716.8,3170840
2/14/2006,715.0,724.35,712.1,714.2,6607308
